vondstnummer;project_code;subcategorie;object;begin_dat;eind_dat;vlak_max;munt_lengte_diameter_in_mm;vondstnummer,project_code,subcategorie,object,begin_dat,eind_dat,vlak_max,munt_lengte_diameter_in_mm
NZR2.00550MTL025;NZR2;metaal: koper;munt;1578.0;1578.0;;24.0;NZR2.00550MTL025,NZR2,metaal: koper,munt,1578.0,1578.0,,24.0
NZR2.00550MTL026;NZR2;metaal: koper;munt;1819.0;1819.0;;19.0;NZR2.00550MTL026,NZR2,metaal: koper,munt,1819.0,1819.0,,19.0
NZR2.00550MTL027;NZR2;metaal: koper;munt;1831.0;1831.0;;16.0;NZR2.00550MTL027,NZR2,metaal: koper,munt,1831.0,1831.0,,16.0
NZR2.00550MTL028;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00550MTL028,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00550MTL029;NZR2;metaal: koper;munt;1702.0;1780.0;;22.0;NZR2.00550MTL029,NZR2,metaal: koper,munt,1702.0,1780.0,,22.0
NZR2.00550MTL030;NZR2;metaal: koperlegering;munt;1600.0;1800.0;;21.0;NZR2.00550MTL030,NZR2,metaal: koperlegering,munt,1600.0,1800.0,,21.0
NZR2.00550MTL031;NZR2;metaal: koper;munt;1792.0;1792.0;;21.0;NZR2.00550MTL031,NZR2,metaal: koper,munt,1792.0,1792.0,,21.0
NZR2.00550MTL032;NZR2;metaal: zilver;munt;1677.0;1703.0;;21.0;NZR2.00550MTL032,NZR2,metaal: zilver,munt,1677.0,1703.0,,21.0
NZR2.00550MTL033;NZR2;metaal: koper;munt;1780.0;1780.0;;21.0;NZR2.00550MTL033,NZR2,metaal: koper,munt,1780.0,1780.0,,21.0
NZR2.00550MTL035;NZR2;metaal: koper;munt;1604.0;1605.0;;22.0;NZR2.00550MTL035,NZR2,metaal: koper,munt,1604.0,1605.0,,22.0
NZR2.00550MTL036;NZR2;metaal: koper;munt;1814.0;1837.0;;18.0;NZR2.00550MTL036,NZR2,metaal: koper,munt,1814.0,1837.0,,18.0
NZR2.00550MTL037;NZR2;metaal: koperlegering;munt;1575.0;1700.0;;19.0;NZR2.00550MTL037,NZR2,metaal: koperlegering,munt,1575.0,1700.0,,19.0
NZR2.00550MTL038;NZR2;metaal: koper;munt;1794.0;1794.0;;22.0;NZR2.00550MTL038,NZR2,metaal: koper,munt,1794.0,1794.0,,22.0
NZR2.00551MTL001;NZR2;metaal: koper;munt;1821.0;1821.0;;19.0;NZR2.00551MTL001,NZR2,metaal: koper,munt,1821.0,1821.0,,19.0
NZR2.00551MTL002;NZR2;metaal: koper;munt;1826.0;1826.0;;21.0;NZR2.00551MTL002,NZR2,metaal: koper,munt,1826.0,1826.0,,21.0
NZR2.00552MTL004;NZR2;metaal: koper;munt;1828.0;1828.0;;22.0;NZR2.00552MTL004,NZR2,metaal: koper,munt,1828.0,1828.0,,22.0
NZR2.00552MTL005;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00552MTL005,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00552MTL006;NZR2;metaal: koper;munt;1819.0;1877.0;;16.0;NZR2.00552MTL006,NZR2,metaal: koper,munt,1819.0,1877.0,,16.0
NZR2.00553MTL001;NZR2;metaal: koper;munt;1794.0;1794.0;;21.5;NZR2.00553MTL001,NZR2,metaal: koper,munt,1794.0,1794.0,,21.5
NZR2.00553MTL002;NZR2;metaal: koper;munt;1828.0;1828.0;;22.0;NZR2.00553MTL002,NZR2,metaal: koper,munt,1828.0,1828.0,,22.0
NZR2.00553MTL004;NZR2;metaal: koper;munt;1687.0;1688.0;;19.0;NZR2.00553MTL004,NZR2,metaal: koper,munt,1687.0,1688.0,,19.0
NZR2.00553MTL005;NZR2;metaal: koper;munt;1822.0;1822.0;;22.0;NZR2.00553MTL005,NZR2,metaal: koper,munt,1822.0,1822.0,,22.0
NZR2.00553MTL006;NZR2;metaal: koper;munt;1680.0;1689.0;;19.0;NZR2.00553MTL006,NZR2,metaal: koper,munt,1680.0,1689.0,,19.0
NZR2.00553MTL007;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00553MTL007,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00554MTL004;NZR2;metaal: koper;munt;1702.0;1702.0;;22.0;NZR2.00554MTL004,NZR2,metaal: koper,munt,1702.0,1702.0,,22.0
NZR2.00554MTL005;NZR2;metaal: koper;munt;1662.0;1794.0;;21.0;NZR2.00554MTL005,NZR2,metaal: koper,munt,1662.0,1794.0,,21.0
NZR2.00554MTL006;NZR2;metaal: koper;munt;1819.0;1877.0;;22.0;NZR2.00554MTL006,NZR2,metaal: koper,munt,1819.0,1877.0,,22.0
NZR2.00554MTL007;NZR2;metaal: koper;munt;1754.0;1754.0;;21.0;NZR2.00554MTL007,NZR2,metaal: koper,munt,1754.0,1754.0,,21.0
NZR2.00554MTL008;NZR2;metaal: koper;munt;1684.0;1684.0;;20.0;NZR2.00554MTL008,NZR2,metaal: koper,munt,1684.0,1684.0,,20.0
NZR2.00554MTL009;NZR2;metaal: zilver;munt;1614.0;1670.0;;22.0;NZR2.00554MTL009,NZR2,metaal: zilver,munt,1614.0,1670.0,,22.0
NZR2.00554MTL010;NZR2;metaal: brons;munt;1853.0;1857.0;;25.0;NZR2.00554MTL010,NZR2,metaal: brons,munt,1853.0,1857.0,,25.0
NZR2.00554MTL011;NZR2;metaal: koper;munt;1768.0;1768.0;;21.0;NZR2.00554MTL011,NZR2,metaal: koper,munt,1768.0,1768.0,,21.0
NZR2.00554MTL012;NZR2;metaal: koper;munt;1626.0;1663.0;;19.0;NZR2.00554MTL012,NZR2,metaal: koper,munt,1626.0,1663.0,,19.0
NZR2.00554MTL013;NZR2;metaal: koper;munt;1700.0;1800.0;;21.0;NZR2.00554MTL013,NZR2,metaal: koper,munt,1700.0,1800.0,,21.0
NZR2.00554MTL014;NZR2;metaal: koperlegering;munt;1700.0;1800.0;;20.0;NZR2.00554MTL014,NZR2,metaal: koperlegering,munt,1700.0,1800.0,,20.0
NZR2.00554MTL015;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00554MTL015,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00554MTL016;NZR2;metaal: koper;munt;1819.0;1877.0;;16.0;NZR2.00554MTL016,NZR2,metaal: koper,munt,1819.0,1877.0,,16.0
NZR2.00555MTL012;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00555MTL012,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00559MTL013;NZR2;metaal: koper;munt;1639.0;1639.0;;21.0;NZR2.00559MTL013,NZR2,metaal: koper,munt,1639.0,1639.0,,21.0
NZR2.00559MTL014;NZR2;metaal: brons;munt;1866.0;1866.0;;25.4;NZR2.00559MTL014,NZR2,metaal: brons,munt,1866.0,1866.0,,25.4
NZR2.00559MTL015;NZR2;metaal: koper;munt;1823.0;1823.0;;21.0;NZR2.00559MTL015,NZR2,metaal: koper,munt,1823.0,1823.0,,21.0
NZR2.00559MTL016;NZR2;metaal: brons;munt;1886.0;1886.0;;23.4;NZR2.00559MTL016,NZR2,metaal: brons,munt,1886.0,1886.0,,23.4
NZR2.00559MTL017;NZR2;metaal: koper;munt;1768.0;1768.0;;21.0;NZR2.00559MTL017,NZR2,metaal: koper,munt,1768.0,1768.0,,21.0
NZR2.00559MTL018;NZR2;metaal: koper;munt;1826.0;1826.0;;21.0;NZR2.00559MTL018,NZR2,metaal: koper,munt,1826.0,1826.0,,21.0
NZR2.00559MTL019;NZR2;metaal: koper;munt;1682.0;1682.0;;21.0;NZR2.00559MTL019,NZR2,metaal: koper,munt,1682.0,1682.0,,21.0
NZR2.00559MTL020;NZR2;metaal: brons;munt;1878.0;1878.0;;19.0;NZR2.00559MTL020,NZR2,metaal: brons,munt,1878.0,1878.0,,19.0
NZR2.00559MTL021;NZR2;metaal: koper;munt;1823.0;1823.0;;22.0;NZR2.00559MTL021,NZR2,metaal: koper,munt,1823.0,1823.0,,22.0
NZR2.00559MTL022;NZR2;metaal: koper;munt;1600.0;1604.0;;20.0;NZR2.00559MTL022,NZR2,metaal: koper,munt,1600.0,1604.0,,20.0
NZR2.00559MTL023;NZR2;metaal: brons;munt;1990.0;1990.0;;21.0;NZR2.00559MTL023,NZR2,metaal: brons,munt,1990.0,1990.0,,21.0
NZR2.00559MTL024;NZR2;metaal: koper;munt;1764.0;1764.0;;20.0;NZR2.00559MTL024,NZR2,metaal: koper,munt,1764.0,1764.0,,20.0
NZR2.00559MTL025;NZR2;metaal: koper;munt;1826.0;1826.0;;21.0;NZR2.00559MTL025,NZR2,metaal: koper,munt,1826.0,1826.0,,21.0
NZR2.00559MTL026;NZR2;metaal: koper;munt;1632.0;1669.0;;20.0;NZR2.00559MTL026,NZR2,metaal: koper,munt,1632.0,1669.0,,20.0
NZR2.00559MTL027;NZR2;metaal: brons;munt;1900.0;1900.0;;19.0;NZR2.00559MTL027,NZR2,metaal: brons,munt,1900.0,1900.0,,19.0
NZR2.00559MTL028;NZR2;metaal: koper;munt;1823.0;1823.0;;21.0;NZR2.00559MTL028,NZR2,metaal: koper,munt,1823.0,1823.0,,21.0
NZR2.00559MTL029;NZR2;metaal: brons;munt;1925.0;1925.0;;17.5;NZR2.00559MTL029,NZR2,metaal: brons,munt,1925.0,1925.0,,17.5
NZR2.00559MTL030;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00559MTL030,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00559MTL032;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00559MTL032,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00559MTL033;NZR2;metaal: zilver;munt;1913.0;1913.0;;15.0;NZR2.00559MTL033,NZR2,metaal: zilver,munt,1913.0,1913.0,,15.0
NZR2.00560MTL007;NZR2;metaal: koper;munt;1668.0;1668.0;;20.0;NZR2.00560MTL007,NZR2,metaal: koper,munt,1668.0,1668.0,,20.0
NZR2.00560MTL008;NZR2;metaal: koper;munt;1823.0;1823.0;;16.0;NZR2.00560MTL008,NZR2,metaal: koper,munt,1823.0,1823.0,,16.0
NZR2.00560MTL009;NZR2;metaal: koper;munt;1788.0;1788.0;;22.0;NZR2.00560MTL009,NZR2,metaal: koper,munt,1788.0,1788.0,,22.0
NZR2.00560MTL010;NZR2;metaal: koper;munt;1760.0;1760.0;;21.0;NZR2.00560MTL010,NZR2,metaal: koper,munt,1760.0,1760.0,,21.0
NZR2.00560MTL011;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00560MTL011,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00560MTL012;NZR2;metaal: koper;munt;1831.0;1834.0;;23.0;NZR2.00560MTL012,NZR2,metaal: koper,munt,1831.0,1834.0,,23.0
NZR2.00560MTL013;NZR2;metaal: koper;munt;1828.0;1828.0;;22.0;NZR2.00560MTL013,NZR2,metaal: koper,munt,1828.0,1828.0,,22.0
NZR2.00560MTL014;NZR2;metaal: koper;munt;1831.0;1831.0;;16.0;NZR2.00560MTL014,NZR2,metaal: koper,munt,1831.0,1831.0,,16.0
NZR2.00560MTL015;NZR2;metaal: koper;munt;1710.0;1793.0;;22.0;NZR2.00560MTL015,NZR2,metaal: koper,munt,1710.0,1793.0,,22.0
NZR2.00561MTL009;NZR2;metaal: koper;munt;1906.0;1912.0;;21.0;NZR2.00561MTL009,NZR2,metaal: koper,munt,1906.0,1912.0,,21.0
NZR2.00561MTL010;NZR2;metaal: koperlegering;munt;1600.0;1800.0;;20.0;NZR2.00561MTL010,NZR2,metaal: koperlegering,munt,1600.0,1800.0,,20.0
NZR2.00561MTL011;NZR2;metaal: koper;munt;1768.0;1768.0;;21.0;NZR2.00561MTL011,NZR2,metaal: koper,munt,1768.0,1768.0,,21.0
NZR2.00561MTL012;NZR2;metaal: koper;munt;1832.0;1832.0;;19.0;NZR2.00561MTL012,NZR2,metaal: koper,munt,1832.0,1832.0,,19.0
NZR2.00561MTL013;NZR2;metaal: koper;munt;1822.0;1822.0;;21.0;NZR2.00561MTL013,NZR2,metaal: koper,munt,1822.0,1822.0,,21.0
NZR2.00561MTL014;NZR2;metaal: koper;munt;1830.0;1830.0;;22.0;NZR2.00561MTL014,NZR2,metaal: koper,munt,1830.0,1830.0,,22.0
NZR2.00561MTL015;NZR2;metaal: koper;munt;1790.0;1790.0;;21.0;NZR2.00561MTL015,NZR2,metaal: koper,munt,1790.0,1790.0,,21.0
NZR2.00561MTL016;NZR2;metaal: koper;munt;1831.0;1831.0;;22.0;NZR2.00561MTL016,NZR2,metaal: koper,munt,1831.0,1831.0,,22.0
NZR2.00561MTL017;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00561MTL017,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00561MTL018;NZR2;metaal: brons;munt;1917.0;1917.0;;19.0;NZR2.00561MTL018,NZR2,metaal: brons,munt,1917.0,1917.0,,19.0
NZR2.00561MTL019;NZR2;metaal: koper;munt;1574.0;1579.0;;23.0;NZR2.00561MTL019,NZR2,metaal: koper,munt,1574.0,1579.0,,23.0
NZR2.00561MTL020;NZR2;metaal: koper;munt;1827.0;1827.0;;16.0;NZR2.00561MTL020,NZR2,metaal: koper,munt,1827.0,1827.0,,16.0
NZR2.00562MTL006;NZR2;metaal: brons;munt;1971.0;1971.0;;17.0;NZR2.00562MTL006,NZR2,metaal: brons,munt,1971.0,1971.0,,17.0
NZR2.00562MTL007;NZR2;metaal: koper;munt;1826.0;1826.0;;21.0;NZR2.00562MTL007,NZR2,metaal: koper,munt,1826.0,1826.0,,21.0
NZR2.00562MTL008;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00562MTL008,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00562MTL009;NZR2;metaal: brons;munt;1913.0;1941.0;;19.0;NZR2.00562MTL009,NZR2,metaal: brons,munt,1913.0,1941.0,,19.0
NZR2.00562MTL011;NZR2;metaal: koper;munt;1819.0;1877.0;;22.0;NZR2.00562MTL011,NZR2,metaal: koper,munt,1819.0,1877.0,,22.0
NZR2.00562MTL012;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00562MTL012,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00563MTL006;NZR2;metaal: koper;munt;1700.0;1799.0;;20.0;NZR2.00563MTL006,NZR2,metaal: koper,munt,1700.0,1799.0,,20.0
NZR2.00563MTL007;NZR2;metaal: koper;munt;1788.0;1788.0;;22.0;NZR2.00563MTL007,NZR2,metaal: koper,munt,1788.0,1788.0,,22.0
NZR2.00563MTL008;NZR2;metaal: koper;munt;1790.0;1790.0;;21.0;NZR2.00563MTL008,NZR2,metaal: koper,munt,1790.0,1790.0,,21.0
NZR2.00563MTL009;NZR2;metaal: koper;munt;1653.0;1653.0;;20.0;NZR2.00563MTL009,NZR2,metaal: koper,munt,1653.0,1653.0,,20.0
NZR2.00563MTL010;NZR2;metaal: koper;munt;1819.0;1819.0;;18.5;NZR2.00563MTL010,NZR2,metaal: koper,munt,1819.0,1819.0,,18.5
NZR2.00565MTL009;NZR2;metaal: koper;munt;1574.0;1579.0;;23.0;NZR2.00565MTL009,NZR2,metaal: koper,munt,1574.0,1579.0,,23.0
NZR2.00565MTL010;NZR2;metaal: koper;munt;1714.0;1714.0;;22.0;NZR2.00565MTL010,NZR2,metaal: koper,munt,1714.0,1714.0,,22.0
NZR2.00565MTL011;NZR2;metaal: koper;munt;1702.0;1780.0;;22.0;NZR2.00565MTL011,NZR2,metaal: koper,munt,1702.0,1780.0,,22.0
NZR2.00565MTL012;NZR2;metaal: koper;munt;1819.0;1877.0;;16.0;NZR2.00565MTL012,NZR2,metaal: koper,munt,1819.0,1877.0,,16.0
NZR2.00565MTL013;NZR2;metaal: koper;munt;1837.0;1837.0;;16.0;NZR2.00565MTL013,NZR2,metaal: koper,munt,1837.0,1837.0,,16.0
NZR2.00565MTL014;NZR2;metaal: koper;munt;1766.0;1766.0;;21.0;NZR2.00565MTL014,NZR2,metaal: koper,munt,1766.0,1766.0,,21.0
NZR2.00565MTL015;NZR2;metaal: koper;munt;1712.0;1712.0;;22.0;NZR2.00565MTL015,NZR2,metaal: koper,munt,1712.0,1712.0,,22.0
NZR2.00565MTL016;NZR2;metaal: koper;munt;1768.0;1768.0;;21.0;NZR2.00565MTL016,NZR2,metaal: koper,munt,1768.0,1768.0,,21.0
NZR2.00565MTL017;NZR2;metaal: koper;munt;1828.0;1828.0;;22.0;NZR2.00565MTL017,NZR2,metaal: koper,munt,1828.0,1828.0,,22.0
NZR2.00565MTL018;NZR2;metaal: koper;munt;1650.0;1800.0;;23.5;NZR2.00565MTL018,NZR2,metaal: koper,munt,1650.0,1800.0,,23.5
NZR2.00565MTL019;NZR2;metaal: koper;munt;1604.0;1627.0;;22.0;NZR2.00565MTL019,NZR2,metaal: koper,munt,1604.0,1627.0,,22.0
NZR2.00565MTL020;NZR2;metaal: koper;munt;1766.0;1792.0;;21.0;NZR2.00565MTL020,NZR2,metaal: koper,munt,1766.0,1792.0,,21.0
NZR2.00565MTL021;NZR2;metaal: koper;munt;1715.0;1715.0;;22.0;NZR2.00565MTL021,NZR2,metaal: koper,munt,1715.0,1715.0,,22.0
NZR2.00565MTL022;NZR2;metaal: koper;munt;1790.0;1790.0;;21.0;NZR2.00565MTL022,NZR2,metaal: koper,munt,1790.0,1790.0,,21.0
NZR2.00565MTL023;NZR2;metaal: koper;munt;1820.0;1820.0;;18.5;NZR2.00565MTL023,NZR2,metaal: koper,munt,1820.0,1820.0,,18.5
NZR2.00565MTL024;NZR2;metaal: koper;munt;1827.0;1827.0;;22.0;NZR2.00565MTL024,NZR2,metaal: koper,munt,1827.0,1827.0,,22.0
NZR2.00567MTL006;NZR2;metaal: koperlegering;munt;1600.0;1700.0;;22.0;NZR2.00567MTL006,NZR2,metaal: koperlegering,munt,1600.0,1700.0,,22.0
NZR2.00567MTL007;NZR2;metaal: koper;munt;1574.0;1579.0;;23.0;NZR2.00567MTL007,NZR2,metaal: koper,munt,1574.0,1579.0,,23.0
NZR2.00571MTL112;NZR2;metaal: brons;munt;1913.0;1913.0;;14.0;NZR2.00571MTL112,NZR2,metaal: brons,munt,1913.0,1913.0,,14.0
NZR2.00571MTL114;NZR2;metaal: koper;munt;1821.0;1821.0;;19.0;NZR2.00571MTL114,NZR2,metaal: koper,munt,1821.0,1821.0,,19.0
NZR2.00571MTL115;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00571MTL115,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00571MTL116;NZR2;metaal: koper;munt;1822.0;1822.0;;22.0;NZR2.00571MTL116,NZR2,metaal: koper,munt,1822.0,1822.0,,22.0
NZR2.00571MTL117;NZR2;metaal: brons;munt;1927.0;1927.0;;19.0;NZR2.00571MTL117,NZR2,metaal: brons,munt,1927.0,1927.0,,19.0
NZR2.00571MTL118;NZR2;metaal: zilver;munt;1469.0;1504.0;;23.0;NZR2.00571MTL118,NZR2,metaal: zilver,munt,1469.0,1504.0,,23.0
NZR2.00571MTL119;NZR2;metaal: koper;munt;1766.0;1766.0;;22.0;NZR2.00571MTL119,NZR2,metaal: koper,munt,1766.0,1766.0,,22.0
NZR2.00571MTL120;NZR2;metaal: koper;munt;1795.0;1795.0;;21.0;NZR2.00571MTL120,NZR2,metaal: koper,munt,1795.0,1795.0,,21.0
NZR2.00571MTL123;NZR2;metaal: koper;munt;1827.0;1827.0;;22.0;NZR2.00571MTL123,NZR2,metaal: koper,munt,1827.0,1827.0,,22.0
NZR2.00571MTL124;NZR2;metaal: koper;munt;1682.0;1682.0;;20.0;NZR2.00571MTL124,NZR2,metaal: koper,munt,1682.0,1682.0,,20.0
NZR2.00571MTL125;NZR2;metaal: koper;munt;1666.0;1669.0;;19.0;NZR2.00571MTL125,NZR2,metaal: koper,munt,1666.0,1669.0,,19.0
NZR2.00571MTL126;NZR2;metaal: koper;munt;1819.0;1877.0;;21.0;NZR2.00571MTL126,NZR2,metaal: koper,munt,1819.0,1877.0,,21.0
NZR2.00571MTL127;NZR2;metaal: koper;munt;1768.0;1768.0;;21.0;NZR2.00571MTL127,NZR2,metaal: koper,munt,1768.0,1768.0,,21.0
NZR2.00571MTL128;NZR2;metaal: brons;munt;1909.0;1909.0;;14.0;NZR2.00571MTL128,NZR2,metaal: brons,munt,1909.0,1909.0,,14.0
NZR2.00571MTL129;NZR2;metaal: koperlegering;munt;1550.0;1600.0;;18.0;NZR2.00571MTL129,NZR2,metaal: koperlegering,munt,1550.0,1600.0,,18.0
NZR2.00571MTL130;NZR2;metaal: koper;munt;1821.0;1828.0;;21.0;NZR2.00571MTL130,NZR2,metaal: koper,munt,1821.0,1828.0,,21.0
NZR2.00571MTL131;NZR2;metaal: koper;munt;1830.0;1830.0;;22.0;NZR2.00571MTL131,NZR2,metaal: koper,munt,1830.0,1830.0,,22.0
NZR2.00571MTL132;NZR2;metaal: koper;munt;1819.0;1877.0;;16.0;NZR2.00571MTL132,NZR2,metaal: koper,munt,1819.0,1877.0,,16.0
NZR2.00571MTL133;NZR2;metaal: koper;munt;1790.0;1799.0;;19.0;NZR2.00571MTL133,NZR2,metaal: koper,munt,1790.0,1799.0,,19.0
NZR2.00571MTL134;NZR2;metaal: brons;munt;1883.0;1883.0;;19.0;NZR2.00571MTL134,NZR2,metaal: brons,munt,1883.0,1883.0,,19.0
NZR2.00571MTL135;NZR2;metaal: koper;munt;1826.0;1826.0;;22.0;NZR2.00571MTL135,NZR2,metaal: koper,munt,1826.0,1826.0,,22.0
NZR2.00571MTL136;NZR2;metaal: koper;munt;1739.0;1793.0;;21.0;NZR2.00571MTL136,NZR2,metaal: koper,munt,1739.0,1793.0,,21.0
NZR2.00571MTL137;NZR2;metaal: koper;munt;1821.0;1828.0;;22.0;NZR2.00571MTL137,NZR2,metaal: koper,munt,1821.0,1828.0,,22.0
NZR2.00571MTL138;NZR2;metaal: koper;munt;1826.0;1826.0;;22.0;NZR2.00571MTL138,NZR2,metaal: koper,munt,1826.0,1826.0,,22.0
NZR2.00571MTL139;NZR2;metaal: koper;munt;1606.0;1620.0;;24.0;NZR2.00571MTL139,NZR2,metaal: koper,munt,1606.0,1620.0,,24.0
NZR2.00571MTL140;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00571MTL140,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00571MTL141;NZR2;metaal: koper;munt;1620.0;1648.0;;25.0;NZR2.00571MTL141,NZR2,metaal: koper,munt,1620.0,1648.0,,25.0
NZR2.00571MTL142;NZR2;metaal: koper;munt;1685.0;1689.0;;21.0;NZR2.00571MTL142,NZR2,metaal: koper,munt,1685.0,1689.0,,21.0
NZR2.00571MTL143;NZR2;metaal: koper;munt;1826.0;1826.0;;22.0;NZR2.00571MTL143,NZR2,metaal: koper,munt,1826.0,1826.0,,22.0
NZR2.00571MTL144;NZR2;metaal: koper;munt;1827.0;1827.0;;16.0;NZR2.00571MTL144,NZR2,metaal: koper,munt,1827.0,1827.0,,16.0
NZR2.00571MTL145;NZR2;metaal: brons;munt;1911.0;1917.0;;14.0;NZR2.00571MTL145,NZR2,metaal: brons,munt,1911.0,1917.0,,14.0
NZR2.00572MTL012;NZR2;metaal: koper;munt;1619.0;1635.0;;19.0;NZR2.00572MTL012,NZR2,metaal: koper,munt,1619.0,1635.0,,19.0
NZR2.00572MTL013;NZR2;metaal: koper;munt;1780.0;1789.0;;21.0;NZR2.00572MTL013,NZR2,metaal: koper,munt,1780.0,1789.0,,21.0
NZR2.00572MTL015;NZR2;metaal: koper;munt;1826.0;1826.0;;22.0;NZR2.00572MTL015,NZR2,metaal: koper,munt,1826.0,1826.0,,22.0
NZR2.00573MTL011;NZR2;metaal: koper;munt;1827.0;1827.0;;21.0;NZR2.00573MTL011,NZR2,metaal: koper,munt,1827.0,1827.0,,21.0
NZR2.00573MTL012;NZR2;metaal: koper;munt;1829.0;1829.0;;16.0;NZR2.00573MTL012,NZR2,metaal: koper,munt,1829.0,1829.0,,16.0
NZR2.00574MTL020;NZR2;metaal: koper;munt;1831.0;1831.0;;16.0;NZR2.00574MTL020,NZR2,metaal: koper,munt,1831.0,1831.0,,16.0
NZR2.00574MTL021;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00574MTL021,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00575MTL031;NZR2;metaal: zilver;munt;1679.0;1696.0;;28.0;NZR2.00575MTL031,NZR2,metaal: zilver,munt,1679.0,1696.0,,28.0
NZR2.00575MTL032;NZR2;metaal: koper;munt;1831.0;1837.0;;16.0;NZR2.00575MTL032,NZR2,metaal: koper,munt,1831.0,1837.0,,16.0
NZR2.00575MTL033;NZR2;metaal: brons;munt;1962.0;1962.0;;17.0;NZR2.00575MTL033,NZR2,metaal: brons,munt,1962.0,1962.0,,17.0
NZR2.00575MTL120;NZR2;metaal: brons;munt;1909.0;1940.0;;14.0;NZR2.00575MTL120,NZR2,metaal: brons,munt,1909.0,1940.0,,14.0
NZR2.00576MTL005;NZR2;metaal: koper;munt;1826.0;1826.0;;21.0;NZR2.00576MTL005,NZR2,metaal: koper,munt,1826.0,1826.0,,21.0
NZR2.00576MTL006;NZR2;metaal: koperlegering;munt;1700.0;1800.0;;20.0;NZR2.00576MTL006,NZR2,metaal: koperlegering,munt,1700.0,1800.0,,20.0
NZR2.00576MTL007;NZR2;metaal: koper;munt;1831.0;1831.0;;16.0;NZR2.00576MTL007,NZR2,metaal: koper,munt,1831.0,1831.0,,16.0
NZR2.00576MTL008;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00576MTL008,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00576MTL009;NZR2;metaal: koper;munt;1832.0;1832.0;;16.0;NZR2.00576MTL009,NZR2,metaal: koper,munt,1832.0,1832.0,,16.0
NZR2.00576MTL010;NZR2;metaal: koper;munt;1836.0;1836.0;;22.0;NZR2.00576MTL010,NZR2,metaal: koper,munt,1836.0,1836.0,,22.0
NZR2.00576MTL011;NZR2;metaal: koper;munt;1823.0;1823.0;;21.0;NZR2.00576MTL011,NZR2,metaal: koper,munt,1823.0,1823.0,,21.0
NZR2.00576MTL012;NZR2;metaal: koper;munt;1821.0;1829.0;;16.0;NZR2.00576MTL012,NZR2,metaal: koper,munt,1821.0,1829.0,,16.0
NZR2.00576MTL013;NZR2;metaal: brons;munt;1925.0;1925.0;;19.0;NZR2.00576MTL013,NZR2,metaal: brons,munt,1925.0,1925.0,,19.0
NZR2.00577MTL021;NZR2;metaal: koper;munt;1821.0;1821.0;;29.0;NZR2.00577MTL021,NZR2,metaal: koper,munt,1821.0,1821.0,,29.0
NZR2.00577MTL022;NZR2;metaal: koper;munt;1830.0;1830.0;;22.0;NZR2.00577MTL022,NZR2,metaal: koper,munt,1830.0,1830.0,,22.0
NZR2.00577MTL023;NZR2;metaal: koper;munt;1824.0;1824.0;;22.0;NZR2.00577MTL023,NZR2,metaal: koper,munt,1824.0,1824.0,,22.0
NZR2.00577MTL024;NZR2;metaal: koper;munt;1717.0;1717.0;;21.0;NZR2.00577MTL024,NZR2,metaal: koper,munt,1717.0,1717.0,,21.0
NZR2.00577MTL025;NZR2;metaal: koper;munt;1819.0;1819.0;;18.5;NZR2.00577MTL025,NZR2,metaal: koper,munt,1819.0,1819.0,,18.5
